,n_chrom,n_snps,genome bp,missed,percent missed,coverage,unique_mapped_coverage,covered_bp,genome_id,sample_id
GCA_902859015,1,21875,2252923,708640,31.454248547331623,4.610440747420129,6.726078056936455,1544283,GCA_902859015,p8808mo11
GCA_000179755,66,33272,2151913,651599,30.279988085020165,7.837418148410275,11.24127482646966,1500314,GCA_000179755,p8808mo11
GCA_900542375,119,2827,1947109,1068429,54.8725828908397,2.185269032190802,4.8424420721992085,878680,GCA_900542375,p8808mo11
GCA_900013605,226,15556,4771473,3578713,75.00226869145021,4.391690364799298,17.568355746336234,1192760,GCA_900013605,p8808mo11
GCA_010604095,39,18587,2173350,830240,38.20093404191686,4.377875169668944,7.0840474719122035,1343110,GCA_010604095,p8808mo11
GCA_900549765,167,7588,3436851,2531158,73.64759193808518,0.8042533703090416,3.0519160466074053,905693,GCA_900549765,p8808mo11
GCA_001808725,18,17510,2093215,933440,44.59360361931287,6.195560417826167,11.182030997391736,1159776,GCA_001808725,p8808mo11
GCA_902167545,29,17182,2402824,1361194,56.649758783831025,3.4461666772098165,7.949590545587205,1041630,GCA_902167545,p8808mo11
GCA_900011355,65,7893,4197751,3239464,77.17141869539189,3.1636843157204892,13.858435938294061,958287,GCA_900011355,p8808mo11
GCA_000180075,11,19134,2022289,674379,33.34731089374466,4.865102366674595,7.299183921775192,1347910,GCA_000180075,p8808mo11
GCA_002160935,51,30360,3632099,802898,22.1056199183998,14.254924769396428,18.30032507411103,2829202,GCA_002160935,p8808mo11
GCA_000215025,21,45175,2152140,246667,11.461475554564295,32.28021922365645,36.458953236283065,1905474,GCA_000215025,p8808mo11
GCA_900764525,839,14321,1744725,325244,18.641562423877687,41.27072805169869,50.72704108050759,1419482,GCA_900764525,p8808mo11
GCA_005845095,20,35338,2980101,302146,10.138783886854842,16.254607478068696,18.088568329191492,2677956,GCA_005845095,p8808mo11
GCA_900217175,31,2168,3970462,3344447,84.23319502868935,2.3085429353057654,14.641792928284465,626016,GCA_900217175,p8808mo11
GCA_001688625,1,40855,3818478,621988,16.288898351646914,13.16910402521633,15.731609984701969,3196490,GCA_001688625,p8808mo11
GCA_003850125,109,32576,3604770,648905,18.001287183370923,11.806622613925438,14.398546280022938,2955866,GCA_003850125,p8808mo11
GCA_900759455,162,2278,1901334,1310681,68.93481103267496,0.9760320911528432,3.1418836440346536,590653,GCA_900759455,p8808mo11
GCA_001405615,35,32879,3567818,685037,19.200446883781627,217.88497619553465,269.6611154298575,2882782,GCA_001405615,p8808mo11
GCA_900447015,20,13604,5827564,610821,10.481583728638586,38.050789317800714,42.50610198738945,5216744,GCA_900447015,p8808mo11
GCA_001405075,80,5299,2732957,2128953,77.89924978695237,2.962840249590462,13.406061880384899,604005,GCA_001405075,p8808mo11
GCA_003434745,95,42833,5971889,864076,14.469056608386392,12.053772265358582,14.092878889653946,5107814,GCA_003434745,p8808mo11
GCA_001405015,50,5833,3449564,2834144,82.15948450296906,2.6370355789891127,14.781162458158656,615421,GCA_001405015,p8808mo11
GCA_000424325,124,134232,4943165,1335085,27.00870798365015,24.38983202057791,33.41471475133589,3608080,GCA_000424325,p8808mo11
GCA_001431025,1032,44917,2701966,1400154,51.81982304736625,6.607802984937634,13.714775251726056,1301812,GCA_001431025,p8808mo11
GCA_900106845,18,15627,3112481,1051266,33.77582063954768,6.237341850440211,9.418526451631681,2061216,GCA_900106845,p8808mo11
GCA_000513015,37,22093,2595274,276243,10.644078428713115,18.786788215810738,21.024670649077134,2319032,GCA_000513015,p8808mo11
GCA_013303985,227,36476,5248276,686960,13.089250641544004,23.98701706998641,27.599597572279578,4561316,GCA_013303985,p8808mo11
GCA_900447045,10,21493,3627436,2164116,59.65966043232741,3.8993299950708984,9.666081239920182,1463320,GCA_900447045,p8808mo11
GCA_900759275,139,41668,3237357,1960938,60.57218898008468,4.2387802766268905,10.750737022874151,1276419,GCA_900759275,p8808mo11
GCA_002159775,123,20025,2632364,394002,14.96761086232755,11.310796303246816,13.301750565815539,2238362,GCA_002159775,p8808mo11
GCA_013300925,47,25760,2774987,497230,17.918282139700114,78.46624506709401,95.59527640569209,2277758,GCA_013300925,p8808mo11
GCA_000371545,21,61066,6033914,1348386,22.346788502454626,33.47526099974245,43.10866267366239,4685528,GCA_000371545,p8808mo11
GCA_000244855,8,11614,3793219,471354,12.426226906487603,42.0557115210063,48.02318095407249,3321866,GCA_000244855,p8808mo11
GCA_900766315,145,4065,3926186,3441369,87.6517057520963,0.4297934433060482,3.480589583286065,484818,GCA_900766315,p8808mo11
GCA_001071295,32,19029,2277235,1122270,49.28213381578976,4.312622105316316,8.503161567666554,1154966,GCA_001071295,p8808mo11
GCA_002865385,55,36138,3060122,516088,16.86494852166025,205.11831162286992,246.72903664023357,2544034,GCA_002865385,p8808mo11
GCA_000433835,30,37576,2961274,330070,11.146216121844855,13.24937374927143,14.91143446118203,2631204,GCA_000433835,p8808mo11
GCA_902810435,1,50541,2146482,236545,11.02012502317746,31.87120180835432,35.818438513940514,1909938,GCA_902810435,p8808mo11
GCA_901212615,499,37013,3923577,758617,19.334831456092235,11.823148366911113,14.657067703857237,3164960,GCA_901212615,p8808mo11
GCA_900540565,36,5083,2324284,1918458,82.53974127086019,0.4837532762777698,2.770596265394529,405826,GCA_900540565,p8808mo11
GCA_003605975,46,34398,2189293,714801,32.649855455619694,7.625741734888843,11.322532099190772,1474492,GCA_003605975,p8808mo11
GCA_002161525,43,28709,3290783,518348,15.75150959513283,14.146530172302459,16.79143460531987,2772436,GCA_002161525,p8808mo11
GCA_000508985,66,65331,3446523,1474124,42.77133795422227,9.965627967664803,17.41370077758101,1972400,GCA_000508985,p8808mo11
GCA_902374605,7,26659,4907161,871579,17.76136955767296,79.68725358715558,96.89759320960395,4035582,GCA_902374605,p8808mo11
GCA_902363795,106,56223,7470188,2114525,28.30618185245137,15.340901862175356,21.397802849059023,5355664,GCA_902363795,p8808mo11
GCA_001679455,13,2800,2125877,1765870,83.06548309238964,1.614634336793709,9.534575716583289,360008,GCA_001679455,p8808mo11
GCA_009856565,1,19628,1948689,889357,45.63873455435937,4.31878098557543,7.944592441274311,1059332,GCA_009856565,p8808mo11
GCA_009718425,117,32989,3596207,735232,20.44465182343508,215.36210540716928,270.7072627338582,2860976,GCA_009718425,p8808mo11
GCA_011062745,107,22980,3360461,505512,15.042936073354221,11.628257849146292,13.68721717971144,2854950,GCA_011062745,p8808mo11
GCA_003434525,59,70924,3127194,1480042,47.32811587640549,28.401402343442715,53.92137155526629,1647153,GCA_003434525,p8808mo11
GCA_000451045,219,3447,6911196,5872544,84.97145790685143,1.4791554168048482,9.84230810704644,1038653,GCA_000451045,p8808mo11
GCA_002871975,12,4118,2107861,1803689,85.56963670754381,1.626496718711528,11.271349762634298,304173,GCA_002871975,p8808mo11
GCA_002096765,29,7521,2107278,1680691,79.7564915497623,3.1330284850883463,15.476706978881213,426588,GCA_002096765,p8808mo11
GCA_000435835,72,3026,3093482,2767279,89.4551511856219,0.3078181802900421,2.919133177806457,326203,GCA_000435835,p8808mo11
GCA_900757715,247,70080,2570820,785781,30.56538380750111,25.63184003547506,36.915074124430895,1785040,GCA_900757715,p8808mo11
GCA_003467385,26,81658,6740239,2195823,32.57782105352644,8.165176635427914,12.110520251667102,4544416,GCA_003467385,p8808mo11
GCA_002893375,243,12376,37400776,36678346,98.06840906188684,2.1815393349057786,112.9400274074995,722431,GCA_002893375,p8808mo11
GCA_900543325,121,3749,3186188,2777717,87.17994669492195,0.44762393179561283,3.491591814351571,408472,GCA_900543325,p8808mo11
GCA_000448685,1,27594,2100988,643033,30.606219550040265,4.779379035006388,6.887330541751974,1457956,GCA_000448685,p8808mo11
GCA_000526735,3,58100,3724077,1102737,29.611015024662485,161.4041108709621,229.30308048555315,2621341,GCA_000526735,p8808mo11
GCA_001078415,22,36956,3037525,285737,9.406902000806578,16.293807622982527,17.985705294157835,2751788,GCA_001078415,p8808mo11
GCA_001070095,20,6878,1916254,1528676,79.77418442440303,1.7753324976751517,8.777557033680962,387578,GCA_001070095,p8808mo11
GCA_902363185,22,36547,4030172,888833,22.054468146768922,11.785735199390993,15.120475695236967,3141340,GCA_902363185,p8808mo11
GCA_003479915,145,14260,4726865,4178125,88.39103718849597,12.775106122133803,110.0451980901702,548740,GCA_003479915,p8808mo11
GCA_000699845,77,587,5420066,5074525,93.62478242884865,0.4179124387046209,6.555265511183911,345542,GCA_000699845,p8808mo11
GCA_000154305,25,31033,3606936,801538,22.222129807681643,10.278512843033534,13.21521509603985,2805398,GCA_000154305,p8808mo11
GCA_009678825,26,521,2521220,2306492,91.48317084586034,2.561763749295976,30.0788439327894,214728,GCA_009678825,p8808mo11
GCA_900756445,218,53910,2993332,1034073,34.54588398480356,52.77364756064479,80.62693497898951,1959260,GCA_900756445,p8808mo11
GCA_000980625,70,10823,4890836,1668206,34.108810845426014,12.540982768590073,19.03286756469095,3222631,GCA_000980625,p8808mo11
GCA_000758945,41,5600,1527867,1214867,79.51392365958556,2.3920092521142218,11.676268370607026,313000,GCA_000758945,p8808mo11
