,n_chrom,n_snps,genome bp,missed,percent missed,coverage,unique_mapped_coverage,covered_bp,genome_id,sample_id
GCA_000152645,8,78556,4010516,9226,0.23004521113991316,151.3149734348398,151.663868902279,4001290,GCA_000152645,SRR606249
GCA_000007985,1,40,3814128,3,7.865493764236544e-05,76.45046757738596,76.45052770950086,3814126,GCA_000007985,SRR606249
GCA_000015865,1,105,3843301,7,0.0001821350968867648,35.99839877230537,35.99846433814327,3843294,GCA_000015865,SRR606249
GCA_003513425,42,1031,3238624,2407,0.07432168723507267,28.620914314227278,28.642201681778445,3236218,GCA_003513425,SRR606249
GCA_001638825,3,77,3344765,20490,0.6125990914159889,21.771328628468666,21.905521655097726,3324276,GCA_001638825,SRR606249
GCA_000020645,1,4151,3018238,103,0.003412587078951362,42.330148252059644,42.33159285452771,3018136,GCA_000020645,SRR606249
GCA_000015125,1,7257,3133902,39,0.0012444549957209893,47.037435120817435,47.038020487813284,3133864,GCA_000015125,SRR606249
GCA_000156375,23,410,2867216,42127,1.4692649594589315,46.98655280941512,47.68720419073522,2825090,GCA_000156375,SRR606249
GCA_000008185,1,54,2843201,0,0.0,62.67639326238279,62.67639326238279,2843202,GCA_000008185,SRR606249
GCA_000022325,1,21758,2931662,0,0.0,48.29639160312478,48.29639160312478,2931662,GCA_000022325,SRR606249
GCA_000009145,1,256,2812094,13231,0.47050347534612996,120.53742940314228,121.10724319125302,2798864,GCA_000009145,SRR606249
GCA_000020225,1,13,2664102,12,0.00045043320413407594,35.85164644596941,35.85180793441663,2664090,GCA_000020225,SRR606249
GCA_000172575,1,8,2739625,9,0.0003285121138841995,42.37453155085094,42.3746707567776,2739616,GCA_000172575,SRR606249
GCA_000011205,1,61,2694756,5,0.0001855455558870636,100.11627286477885,100.11645862641855,2694752,GCA_000011205,SRR606249
GCA_000020465,1,4700,2763181,722,0.026129305318761238,52.06131158255648,52.074918396978916,2762460,GCA_000020465,SRR606249
GCA_000017325,2,93758,5312910,194,0.0036514828973199247,20.916801526846868,20.91756532816736,5312716,GCA_000017325,SRR606249
GCA_000016545,1,18448,2970275,10,0.00033666916362963024,53.49933693008223,53.49951704645881,2970266,GCA_000016545,SRR606249
GCA_003514505,12,94,2511863,716,0.028504739311021342,38.337848043464156,38.34877926302204,2511148,GCA_003514505,SRR606249
GCA_013137915,1,43,2473944,183,0.00739709548801428,22.11488821088917,22.11652419130223,2473762,GCA_013137915,SRR606249
GCA_000007225,1,559,2222430,454,0.02042808997358747,90.27132283131527,90.28976730621753,2221976,GCA_000007225,SRR606249
GCA_000019085,1,96,2362816,1,4.232238142961619e-05,31.69316231141147,31.693175724718188,2362816,GCA_000019085,SRR606249
GCA_000006985,1,178,2154946,6,0.0002784292506633577,54.940358598312905,54.940511568767576,2154940,GCA_000006985,SRR606249
GCA_000016385,1,753,2121076,83,0.003913108252603867,55.98375635762226,55.98594714834042,2120994,GCA_000016385,SRR606249
GCA_000008665,1,141,2178400,6,0.00027543150936467134,121.79193628351084,121.79227173780318,2178394,GCA_000008665,SRR606249
GCA_003054575,5,95,2200312,17651,0.8022044146466502,14.366327139060278,14.48250644511447,2182662,GCA_003054575,SRR606249
GCA_003450455,21,171,2148333,2628,0.12232740455041188,51.837545669130435,51.901034858007044,2145706,GCA_003450455,SRR606249
GCA_001314265,1,47,2378872,93,0.00390941589122912,35.711667546635546,35.71306371882382,2378780,GCA_001314265,SRR606249
GCA_000016085,1,321,1966858,1,5.0842511253989866e-05,85.42810716381152,85.4281505976286,1966858,GCA_000016085,SRR606249
GCA_900637325,1,26,2150449,2383,0.11081406720177972,43.86568293412213,43.91434620723944,2148066,GCA_900637325,SRR606249
GCA_000021565,1,45,1983966,3,0.000151212268758638,74.77461962553794,74.7747326941077,1983964,GCA_000021565,SRR606249
GCA_000015805,1,144,2009313,0,0.0,78.68004188496268,78.68004188496268,2009314,GCA_000015805,SRR606249
GCA_000152605,4,78670,3548498,1206,0.033986210503711714,154.60413870882834,154.65670066067298,3547292,GCA_000152605,SRR606249
GCA_000018945,1,4743,1884562,1,5.306272757277288e-05,153.34449012555703,153.34457149436923,1884562,GCA_000018945,SRR606249
GCA_000021645,1,8,1855560,0,0.0,50.364442540257386,50.364442540257386,1855560,GCA_000021645,SRR606249
GCA_000007305,1,1940,1908256,982,0.05146060067412339,87.76775495530998,87.81294402377425,1907274,GCA_000007305,SRR606249
GCA_000020325,1,41829,1838442,0,0.0,69.46785539059704,69.46785539059704,1838442,GCA_000020325,SRR606249
GCA_000016125,1,30372,1789046,0,0.0,66.53529646526697,66.53529646526697,1789046,GCA_000016125,SRR606249
GCA_000011105,1,963,1738505,68,0.003911406639612771,136.37110045700186,136.37643469392333,1738438,GCA_000011105,SRR606249
GCA_000091665,2,96,1739927,11,0.0006322104318169671,64.30389723247009,64.30430377098664,1739916,GCA_000091665,SRR606249
GCA_000019625,1,17524,1877693,0,0.0,302.8168656963625,302.8168656963625,1877694,GCA_000019625,SRR606249
GCA_000007185,1,181,1694969,8,0.0004719850333545923,61.31148534279978,61.311774725200166,1694962,GCA_000007185,SRR606249
GCA_000020785,1,92,1559514,0,0.0,93.41062087291297,93.41062087291297,1559514,GCA_000020785,SRR606249
GCA_000011585,1,35719,1661137,0,0.0,60.53095078852617,60.53095078852617,1661138,GCA_000011585,SRR606249
GCA_000025665,1,300,1486778,3,0.00020177861119817484,76.07949068388152,76.07964419633097,1486776,GCA_000025665,SRR606249
GCA_000017945,1,228,1297538,0,0.0,25.505844915524634,25.505844915524634,1297538,GCA_000017945,SRR606249
GCA_000173615,222,47830,1534471,643,0.04190369189121202,61.315941454742386,61.34164586902834,1533828,GCA_000173615,SRR606249
GCA_000016785,1,38204,1823511,0,0.0,270.56217867619114,270.56217867619114,1823512,GCA_000016785,SRR606249
GCA_009717815,9,26053,2107852,986559,46.80399762412162,3.085880317972989,5.80096281703355,1121294,GCA_009717815,SRR606249
GCA_000008085,1,16,490885,1579,0.32166393350784805,307.52389256139423,308.5162781572268,489306,GCA_000008085,SRR606249
GCA_000015485,2,31717,3661391,218458,5.966530206689207,26.8545834083276,28.558537154222865,3442934,GCA_000015485,SRR606249
GCA_002799245,10,1799,4746430,4377507,92.22735824609232,0.39323681166687385,5.0592427146044034,368924,GCA_002799245,SRR606249
GCA_000507765,5,27493,2189561,1041786,47.57967464710963,2.9648294795166703,5.655877676373854,1147776,GCA_000507765,SRR606249
GCA_003228185,36,2586,13154086,12774303,97.11281346343638,0.6726738748705156,23.298594197212587,379783,GCA_003228185,SRR606249
GCA_900115135,31,121151,3173070,630072,19.85685786950808,25.715887767997554,32.08744639201446,2542998,GCA_900115135,SRR606249
GCA_013135395,57,859,4513945,4311560,95.51644958013445,0.9130007122373002,20.36334214492183,202386,GCA_013135395,SRR606249
GCA_003470855,4,29004,2083002,941156,45.1826738524495,3.131936503181466,5.713406186123173,1141846,GCA_003470855,SRR606249
