,n_chrom,n_snps,genome bp,missed,percent missed,coverage,unique_mapped_coverage,covered_bp,genome_id,sample_id
GCA_001508485,428,45742,1716233,160,0.009322743473642564,13.97129002880145,13.97259265777155,1716074,GCA_001508485,SRR1976948
GCA_002452835,85,88898,2015385,41365,2.052461440369954,81.20069912200398,82.90223553966018,1974020,GCA_002452835,SRR1976948
GCA_003445515,168,129269,1938876,109287,5.636616266331627,31.21274439417477,33.07717798915494,1829590,GCA_003445515,SRR1976948
GCA_003445715,113,12384,1672425,11622,0.6949190546661286,19.272657368790828,19.407523950763576,1660804,GCA_003445715,SRR1976948
GCA_001509385,294,15261,1601429,27,0.0016859941964333105,8.490264007957892,8.490407155729791,1601402,GCA_001509385,SRR1976948
GCA_001509095,148,10100,1333167,4,0.0003000374296693513,84.08887183676164,84.08912413560833,1333164,GCA_001509095,SRR1976948
GCA_000013405,1,19303,3179300,1285261,40.42591136413676,2.0886279998741863,3.505933615939271,1894040,GCA_000013405,SRR1976948
GCA_002383685,63,28320,1977963,378033,19.112238196568896,8.308259052368523,10.271342496234212,1599930,GCA_002383685,SRR1976948
GCA_011620695,155,77273,1762187,124706,7.076774485341226,13.66700355864616,14.70784454903599,1637482,GCA_011620695,SRR1976948
GCA_002497965,164,47791,1555109,58379,3.754013384270813,65.61808979306274,68.17748157650344,1496730,GCA_002497965,SRR1976948
GCA_001509035,252,22086,1127556,46,0.00407961999226646,15.521466783024524,15.522100025720393,1127510,GCA_001509035,SRR1976948
GCA_003429665,39,8554,2927075,1626687,55.57380661581955,1.3697001272601488,3.0830913542727245,1300388,GCA_003429665,SRR1976948
GCA_003599805,75,5698,2259353,1083496,47.956029889972925,1.3435620728589113,2.581590278409704,1175858,GCA_003599805,SRR1976948
GCA_012514865,807,16171,5528940,3817983,69.05452039631466,0.5279270529251539,1.7059908577480325,1710958,GCA_012514865,SRR1976948
GCA_003600755,30,15167,2069766,714203,34.50646111686056,2.0294511553479957,3.0987043759677713,1355564,GCA_003600755,SRR1976948
GCA_011620055,194,15991,1885820,679986,36.057842211876,4.672251328334624,7.306996651280358,1205834,GCA_011620055,SRR1976948
GCA_013329105,174,2269,980518,25699,2.620961573372442,5.547525899575531,5.696837829997099,954820,GCA_013329105,SRR1976948
GCA_012797815,166,23772,2723713,1375522,50.50172319917701,1.239626935730747,2.504384022738618,1348192,GCA_012797815,SRR1976948
GCA_003525965,198,24762,1641184,46061,2.8065713533644003,46.65109701288826,47.99820076570897,1595124,GCA_003525965,SRR1976948
GCA_900095295,1,54714,2469575,646243,26.168186833766942,3.304002510553435,4.475039104233348,1823333,GCA_900095295,SRR1976948
GCA_002498065,119,190203,2408700,330811,13.734005895296217,55.93118777763939,64.83573087879093,2077890,GCA_002498065,SRR1976948
GCA_003260995,1,7313,3988368,2998232,75.174407176068,0.9446485379483538,3.8051398999733363,990137,GCA_003260995,SRR1976948
GCA_011620825,156,3440,922321,131837,14.29404730023495,3.364227855594744,3.925314111354562,790484,GCA_011620825,SRR1976948
GCA_001508535,67,636,708389,30,0.004234961299511991,8.014643084519946,8.014982515927658,708360,GCA_001508535,SRR1976948
GCA_003517675,173,60124,1853549,70340,3.794882142311857,13.856576761661008,14.403159696928403,1783210,GCA_003517675,SRR1976948
GCA_001508255,207,44148,1524726,0,0.0,18.93022418454201,18.93022418454201,1524726,GCA_001508255,SRR1976948
GCA_001508555,151,1883,600788,28,0.004660545816494338,7.988937861608421,7.989310207071044,600760,GCA_001508555,SRR1976948
GCA_001508515,429,30319,1712609,31,0.0018101037656581274,12.979375327351427,12.979610271765724,1712578,GCA_001508515,SRR1976948
GCA_001887715,1,2500,3176363,2523247,79.43824430645994,1.004900258566165,4.887229833597707,653116,GCA_001887715,SRR1976948
GCA_001509055,92,1334,543380,17,0.003128565644668556,8.432093562516103,8.432357374351954,543364,GCA_001509055,SRR1976948
GCA_001508635,132,12531,617799,3485,0.5640993268037016,855.5721860993624,860.4258424844624,614314,GCA_001508635,SRR1976948
GCA_004138365,30,20579,2972887,2084055,70.10205904227104,1.0256659603947273,3.4305571806595627,888832,GCA_004138365,SRR1976948
GCA_004369245,123,20976,4466649,3479404,77.89741257931841,2.137817858533321,9.67225156875953,987245,GCA_004369245,SRR1976948
GCA_002436005,103,14307,1834552,1041879,56.79201243682381,1.0722377997462051,2.481573107700149,792674,GCA_002436005,SRR1976948
GCA_003664935,36,83676,2968642,1625134,54.74334729482369,10.824377274187995,23.91775932856373,1343508,GCA_003664935,SRR1976948
GCA_001509275,249,4856,2137321,56,0.0026201024553635134,8.27741598009845,8.277632862560328,2137266,GCA_001509275,SRR1976948
GCA_000953115,1,24371,2478074,177558,7.165161330936849,16.20224295158256,17.452761467427308,2300516,GCA_000953115,SRR1976948
GCA_002383405,174,55553,2012268,729605,36.257844382557394,2.6292322891384248,4.1247934960313035,1282664,GCA_002383405,SRR1976948
GCA_001509265,80,19300,439774,0,0.0,50.005687011965236,50.005687011965236,439774,GCA_001509265,SRR1976948
GCA_002338095,108,30716,1539412,47028,3.054932662601045,24.000076652643997,24.756366994017625,1492384,GCA_002338095,SRR1976948
GCA_011620795,218,59611,2373636,131786,5.552072853630464,99.19112492395632,105.02202422106741,2241850,GCA_011620795,SRR1976948
GCA_003446375,119,4290,2545596,2046097,80.37791542727126,0.49829391623808333,2.539454533442509,499499,GCA_003446375,SRR1976948
GCA_001508305,92,20437,510490,2,0.0003917804462379283,552.9406550569062,552.9428213787592,510488,GCA_001508305,SRR1976948
GCA_002030015,56,20742,2512366,1587760,63.19779840994505,1.547826630355609,4.205799010605599,924606,GCA_002030015,SRR1976948
GCA_003524545,201,13957,1358980,40435,2.9753933096881484,79.77944487777597,82.22599152854092,1318546,GCA_003524545,SRR1976948
GCA_003265365,72,17665,2081708,1307449,62.80655115895217,3.2768265289848526,8.810225002227938,774259,GCA_003265365,SRR1976948
GCA_002452315,204,28104,1926903,978743,50.79357912671266,1.3964283619881228,2.837898666891664,948160,GCA_002452315,SRR1976948
GCA_002425855,267,4023,4517573,3953684,87.51787740895388,0.20110178629100184,1.611118500272217,563889,GCA_002425855,SRR1976948
GCA_002924625,43,41186,2072934,176904,8.533990951955055,7.21957524938083,7.893178377979251,1896030,GCA_002924625,SRR1976948
GCA_001509135,211,17182,2038846,1396843,68.51145206651213,6.152126251811073,19.537662596592227,642004,GCA_001509135,SRR1976948
GCA_001508935,146,12411,1651366,1063132,64.37894446173652,1.006914275817717,2.8267390188258417,588235,GCA_001508935,SRR1976948
GCA_003506115,288,8536,2274823,386447,16.98800302265275,3.1469876997023505,3.791003486593772,1888376,GCA_003506115,SRR1976948
GCA_900163975,7,2438,2965232,2545289,85.8377691863571,0.7597746146001392,5.364794745953615,419943,GCA_900163975,SRR1976948
GCA_001508595,228,101381,1452568,7169,0.49353971724559537,35.845906697655465,36.02369795468241,1445400,GCA_001508595,SRR1976948
GCA_002895585,53,115938,2158256,418746,19.402054251210238,5.646714291539094,7.006027559485142,1739510,GCA_002895585,SRR1976948
GCA_002419525,87,12879,2563339,957739,37.36294731208007,1.6202925169086102,2.586795590433483,1605600,GCA_002419525,SRR1976948
GCA_002340425,16,28546,550143,33996,6.17948424318768,1951.4674421014172,2080.000761410993,516148,GCA_002340425,SRR1976948
GCA_013178055,26,24126,3309282,2551873,77.11258816867223,0.3966585501024089,1.7330860869094504,757410,GCA_013178055,SRR1976948
GCA_002423495,90,10763,2336206,1852211,79.28286289822044,0.4964836148867009,2.396487567020321,483996,GCA_002423495,SRR1976948
GCA_001508995,101,97044,2251381,0,0.0,199.96725432079245,199.96725432079245,2251382,GCA_001508995,SRR1976948
GCA_013330715,56,1013,1454875,1167777,80.26648337486039,0.37646945613884353,1.9077666859399929,287098,GCA_013330715,SRR1976948
GCA_900107855,37,5714,3925261,3529730,89.9234471287387,0.3331261284281478,3.3059532628289556,395532,GCA_900107855,SRR1976948
GCA_001508455,216,67168,1973787,0,0.0,32.54367264552862,32.54367264552862,1973788,GCA_001508455,SRR1976948
GCA_012727615,141,28442,1980508,1198328,60.506092376299414,1.9798869784923867,5.013145311820808,782180,GCA_012727615,SRR1976948
GCA_001509155,240,26376,1535045,6857,0.44669700236800874,24.647388838763685,24.75798200221439,1528188,GCA_001509155,SRR1976948
GCA_003445695,262,24187,1865759,64925,3.479817061045934,46.49924025557427,48.17566527508921,1800834,GCA_003445695,SRR1976948
GCA_002418745,144,14002,1815876,687434,37.856880095336905,3.8547934991155786,6.203089746748172,1128443,GCA_002418745,SRR1976948
GCA_001508615,65,3819,2259086,0,0.0,544.617808706707,544.617808706707,2259086,GCA_001508615,SRR1976948
GCA_001509115,263,24473,1622264,134,0.008260061247737729,50.12852162163495,50.13266261027168,1622130,GCA_001509115,SRR1976948
GCA_001508375,109,7204,2328136,0,0.0,340.80250466467595,340.80250466467595,2328136,GCA_001508375,SRR1976948
GCA_000747085,208,10262,1633602,369799,22.637031541342385,4.379271695308894,5.6606820841539385,1263804,GCA_000747085,SRR1976948
GCA_000204415,1,2063,3026645,2754349,91.00337172017201,3.058341496938029,33.994307665187904,272296,GCA_000204415,SRR1976948
GCA_001509175,292,42179,1123127,4860,0.4327204314382968,16.05017242039413,16.119926636483054,1118268,GCA_001509175,SRR1976948
GCA_001508665,342,21510,1825960,621,0.0340095073276523,112.80074317071568,112.8391191992282,1825340,GCA_001508665,SRR1976948
GCA_001509345,152,5863,1882878,9,0.000477991670198494,13.445648098283584,13.445712367668701,1882870,GCA_001509345,SRR1976948
GCA_011048765,606,29458,3076867,2308927,75.04149513124877,0.4827114724165848,1.9340560460452643,767940,GCA_011048765,SRR1976948
GCA_002496395,51,162580,2074195,423904,20.437037019180934,17.86662825819173,22.455961403170715,1650292,GCA_002496395,SRR1976948
GCA_001509285,79,8745,894916,0,0.0,172.70349842890283,172.70349842890283,894916,GCA_001509285,SRR1976948
GCA_003451995,207,20387,1135514,29650,2.6111523063564164,80.51920716081,82.67805715711877,1105864,GCA_003451995,SRR1976948
GCA_002924615,330,129447,2820836,748901,26.54890252393262,4.552578739068843,6.198108531396979,2071935,GCA_002924615,SRR1976948
GCA_002752635,61,100738,2992699,161846,5.408028004152773,16.451607395197446,17.39218143789169,2830854,GCA_002752635,SRR1976948
GCA_004101785,1,5161,2356157,2040447,86.60063824269776,1.298904105286702,9.693775933609958,315710,GCA_004101785,SRR1976948
GCA_002505725,146,56582,2077587,466209,22.43992670343047,3.00217415684638,3.8707727175125886,1611378,GCA_002505725,SRR1976948
GCA_003453535,116,7318,2221154,9882,0.444903865288044,17.04589236045767,17.122069107735275,2211272,GCA_003453535,SRR1976948
GCA_002849245,79,22776,2850607,1993525,69.93335103716507,1.1049095859232787,3.6748677489435084,857082,GCA_002849245,SRR1976948
GCA_000421285,3,4044,5118755,4819218,94.14824503223929,0.3526898630624048,6.0270784577531336,299537,GCA_000421285,SRR1976948
GCA_003664995,32,208722,3234409,659053,20.3763036771169,27.17951718536524,34.134960370527416,2575356,GCA_003664995,SRR1976948
GCA_000233775,2,1860,1999646,1740434,87.03710556768549,1.8680946527535374,14.411092079070412,259212,GCA_000233775,SRR1976948
GCA_001509335,271,36982,2030215,1137,0.05600392076701236,49.40584076070761,49.433525473145934,2029078,GCA_001509335,SRR1976948
GCA_001508405,130,10274,567617,0,0.0,732.5338635030311,732.5338635030311,567618,GCA_001508405,SRR1976948
GCA_002428495,26,1731,2153460,1942596,90.20813017190939,0.2747169671133896,2.8055618787464915,210865,GCA_002428495,SRR1976948
GCA_003542295,160,1200,2129445,1938850,91.04954577366404,0.30700158961607366,3.430011280463811,190595,GCA_003542295,SRR1976948
GCA_012719415,284,118550,3708587,1592699,42.946248800419134,2.8915595077046863,5.068132150662038,2115889,GCA_012719415,SRR1976948
GCA_002509085,163,7820,1630131,605210,37.12646406945208,1.7330159355291077,2.75635195297979,1024922,GCA_002509085,SRR1976948
GCA_002418865,63,45848,2796932,431620,15.431908963106718,6.489317223300388,7.6734819761621305,2365312,GCA_002418865,SRR1976948
GCA_002503525,275,34365,2374334,90254,3.8012343671951796,101.09777731355403,105.09259307905153,2284080,GCA_002503525,SRR1976948
GCA_002752615,26,78503,2934119,1658171,56.51342021233631,10.045939854518512,23.10124158664773,1275948,GCA_002752615,SRR1976948
GCA_002412595,28,359,2702868,2514051,93.01419825163492,0.15755745378612643,2.255395435792327,188818,GCA_002412595,SRR1976948
GCA_001508335,25,3084,1861827,0,0.0,109.41912057350119,109.41912057350119,1861828,GCA_001508335,SRR1976948
GCA_009823595,27,10322,2873645,1560417,54.3009661945021,1.4062238028705702,3.0771412123408886,1313229,GCA_009823595,SRR1976948
GCA_001458655,1,26366,2494510,311192,12.47507526528256,15.316686242989606,17.4997993879041,2183318,GCA_001458655,SRR1976948
GCA_003446665,158,20810,1519663,25075,1.6500368831773886,25.19377519884343,25.616456173875342,1494588,GCA_003446665,SRR1976948
GCA_000802035,87,16174,6579615,6005990,91.28178472448616,0.3126055247913442,3.5856596208324256,573626,GCA_000802035,SRR1976948
GCA_003176515,27,408,4604698,4466047,96.98892305206552,0.42797204072883827,14.213254862929237,138652,GCA_003176515,SRR1976948
GCA_001508475,133,16187,1023183,0,0.0,21.699298170512996,21.699298170512996,1023184,GCA_001508475,SRR1976948
GCA_002423325,157,1400,3286823,3114835,94.76734828738877,0.09554362982125901,1.8259122729492756,171988,GCA_002423325,SRR1976948
GCA_001896625,253,115004,3312121,658400,19.878500815640493,13.606808748834961,16.982718605309298,2653722,GCA_001896625,SRR1976948
GCA_002403055,188,14909,2066437,1231885,59.613963551755994,1.0196870265098814,2.524850458689212,834553,GCA_002403055,SRR1976948
GCA_011620045,312,92333,1745902,129137,7.396577814791438,41.130813757015,44.41608397015027,1616766,GCA_011620045,SRR1976948
GCA_002452525,289,6409,3610817,2737381,75.81057140253854,0.46275344333429247,1.9130399937717246,873436,GCA_002452525,SRR1976948
GCA_009731375,3,114,967831042,966824214,99.89597068534613,0.00950574800844216,9.137566694609657,1006829,GCA_009731375,SRR1976948
GCA_004369205,6,16446,4436185,3482842,78.50984573456698,3.184942242039049,14.82047175046127,953343,GCA_004369205,SRR1976948
GCA_002306095,40,22980,439456,16320,3.713682370931333,2058.3312754860553,2137.7193833661045,423136,GCA_002306095,SRR1976948
GCA_003499705,183,8516,1291575,50942,3.9441766835065715,80.1703006019782,83.46219712034097,1240634,GCA_003499705,SRR1976948
GCA_001508055,255,97447,1804169,245906,13.629876136880746,6.016543904700724,6.966001246259457,1558264,GCA_001508055,SRR1976948
