,genome bp,missed,percent missed,coverage,unique_mapped_coverage,covered_bp,genome_id,sample_id
GCA_003599805,2259353,1137870,50.362648067831806,1.0626710390098404,2.1408697233930427,1121483.0,GCA_003599805,SRR1976948
GCA_012514865,5528940,3821707,69.1218750791291,0.49912876609259643,1.6164477842216032,1707232.9999999993,GCA_012514865,SRR1976948
GCA_003600755,2069766,722182,34.891963632603876,1.707652942409915,2.622799024031155,1347584.0000000002,GCA_003600755,SRR1976948
GCA_011620055,1885820,751147,39.83132006236014,3.0142951076985076,5.009741132467239,1134673.0,GCA_011620055,SRR1976948
GCA_013329105,980518,52120,5.315557695014268,5.297955774396798,5.595381506638317,928398.0,GCA_013329105,SRR1976948
GCA_012797815,2723713,1459936,53.600948411231286,0.9759802152429423,2.103448630573274,1263777.0,GCA_012797815,SRR1976948
GCA_003525965,1641184,1214844,74.0224130871371,4.911861802211087,18.908075714218704,426339.99999999994,GCA_003525965,SRR1976948
GCA_900095295,2469575,690820,27.97323426095583,2.6996790945810516,3.748160932787259,1778755.0,GCA_900095295,SRR1976948
GCA_002498065,2408700,1075737,44.66048075725495,3.9298127620708265,7.101277379792237,1332963.0,GCA_002498065,SRR1976948
GCA_003260995,3988368,3027249,75.90194786438964,0.4065437291644101,1.687039794239839,961119.0000000002,GCA_003260995,SRR1976948
GCA_011620825,922321,136146,14.761238224002273,2.985111474204751,3.5020587019429517,786175.0,GCA_011620825,SRR1976948
GCA_001508535,708389,9110,1.2860165812851414,7.704587451245008,7.804960537925491,699279.0,GCA_001508535,SRR1976948
GCA_003517675,1853549,1367945,73.80139397447815,2.4068540944965577,9.186954802678725,485604.00000000006,GCA_003517675,SRR1976948
GCA_001508255,1524726,1035755,67.93056588528037,4.300627784926603,13.410363804806419,488971.00000000006,GCA_001508255,SRR1976948
GCA_001508555,600788,9319,1.5511295165682404,6.218484723396606,6.316461217747675,591469.0,GCA_001508555,SRR1976948
GCA_001508515,1712609,1468119,85.72412033336272,0.8933586125029123,6.2578183156775316,244490.0000000001,GCA_001508515,SRR1976948
GCA_001887715,3176363,2540140,79.97007898656419,0.33400275724153694,1.6675190931481576,636223.0000000002,GCA_001887715,SRR1976948
GCA_001509055,543380,8407,1.547167727925209,8.142730685707976,8.270692165772852,534973.0,GCA_001509055,SRR1976948
GCA_001508635,617799,114424,18.521234252564344,818.4008892859976,1004.4345686615346,503375.0,GCA_001508635,SRR1976948
GCA_004138365,2972887,2131239,71.68920312141026,0.5738062025230021,2.02681049559911,841648.0000000001,GCA_004138365,SRR1976948
GCA_004369245,4466649,3534327,79.12703684574275,0.6773249924048207,3.244987246895386,932322.0,GCA_004369245,SRR1976948
GCA_002436005,1834552,1060809,57.82387198618518,0.8364570750788203,1.9832476675071695,773743.0,GCA_002436005,SRR1976948
GCA_003664935,2968642,2472933,83.30182622222551,0.9972684479974345,5.9723204541374075,495709.0,GCA_003664935,SRR1976948
GCA_001509275,2137321,1694354,79.27466206526769,1.6071483880989332,7.754509929633584,442967.0,GCA_001509275,SRR1976948
GCA_000953115,2478074,2148527,86.70148671912138,1.5249181420732392,11.466831741754588,329547.00000000006,GCA_000953115,SRR1976948
GCA_002383405,2012268,750721,37.30720758865122,2.0590120202676783,3.284288258780688,1261547.0,GCA_002383405,SRR1976948
GCA_001509265,439774,9454,2.149740548554485,42.8235184435642,43.76433816694553,430320.0,GCA_001509265,SRR1976948
GCA_002338095,1539412,1127671,73.25335907476361,5.635713506195872,21.070733786530855,411740.99999999994,GCA_002338095,SRR1976948
GCA_011620795,2373636,2032804,85.64093230807083,3.173294051825975,22.099582785653933,340831.99999999994,GCA_011620795,SRR1976948
GCA_003446375,2545596,2062373,81.01729418179475,0.4163685046645265,2.1934096680000743,483223.00000000006,GCA_003446375,SRR1976948
GCA_001508305,510490,143017,28.015632039804892,267.1188348449529,371.0789472968082,367473.0,GCA_001508305,SRR1976948
GCA_002030015,2512366,1601776,63.75567890984036,0.6791880641594418,1.873915812824652,910590.0000000001,GCA_002030015,SRR1976948
GCA_003524545,1358980,1005624,73.99844000647545,13.959437960823559,53.68692480105049,353355.9999999999,GCA_003524545,SRR1976948
GCA_003265365,2081708,1353080,64.99854926819708,1.0401478017089814,2.9717276854581494,728627.9999999999,GCA_003265365,SRR1976948
GCA_002452315,1926903,1008786,52.35271313605303,1.0426061924238013,2.188175363270694,918117.0000000001,GCA_002452315,SRR1976948
GCA_002425855,4517573,3957671,87.6061327619941,0.17844847222169957,1.4398126815049774,559902.0000000001,GCA_002425855,SRR1976948
GCA_002924625,2072934,1660464,80.10211613104903,1.0375405102140252,5.214325890367785,412470.0000000001,GCA_002924625,SRR1976948
GCA_001509135,2038846,1743337,85.50606568617738,1.266115734096641,8.73548690564416,295508.99999999994,GCA_001509135,SRR1976948
GCA_001508935,1651366,1077738,65.26342434081845,0.6646975897529681,1.9135380420760495,573628.0000000001,GCA_001508935,SRR1976948
GCA_003506115,2274823,2024929,89.01479367845323,0.3920568765130298,3.5689532361721383,249893.99999999988,GCA_003506115,SRR1976948
GCA_900163975,2965232,2554857,86.1604420834525,0.21121416469267834,1.526162656107219,410374.99999999994,GCA_900163975,SRR1976948
GCA_001508595,1452568,1106980,76.20848042914342,6.069791569138244,25.5124165190921,345588.0,GCA_001508595,SRR1976948
GCA_002895585,2158256,1931085,89.47432556656857,0.2614638856558258,2.4840582644791795,227170.99999999985,GCA_002895585,SRR1976948
GCA_002419525,2563339,2474000,96.51474112475954,0.09122125477746018,2.617345168403495,89339.00000000006,GCA_002419525,SRR1976948
GCA_002340425,550143,105972,19.262628080335478,1062.0208527601005,1315.4018114645035,444171.0,GCA_002340425,SRR1976948
GCA_013178055,3309282,2560811,77.38267696739051,0.37289599375332777,1.648718520824454,748471.0000000001,GCA_013178055,SRR1976948
GCA_002423495,2336206,1870236,80.05441300981164,0.3960973475797939,1.9858896495482539,465969.9999999998,GCA_002423495,SRR1976948
GCA_001508995,2251381,1984917,88.16441997156412,12.406324384899756,104.82227617989675,266464.0000000002,GCA_001508995,SRR1976948
GCA_013330715,1454875,1176465,80.86364807973193,0.30582627373485693,1.5981430264717498,278410.00000000006,GCA_013330715,SRR1976948
GCA_900107855,3925261,3533963,90.03128709148258,0.14830427836518387,1.4876973559793307,391297.9999999999,GCA_900107855,SRR1976948
GCA_001508455,1973787,1731395,87.7194449046427,2.900130054560092,23.61562675335819,242392.00000000006,GCA_001508455,SRR1976948
GCA_012727615,1980508,1207677,60.978142981497676,0.8887472305085362,2.277562623652519,772831.0,GCA_012727615,SRR1976948
GCA_001509155,1535045,1369853,89.23862166907159,1.800750466598699,16.73345561528404,165191.99999999994,GCA_001509155,SRR1976948
GCA_003445695,1865759,1622928,86.98486782054917,3.9485512330370645,30.338156989840677,242830.99999999997,GCA_003445695,SRR1976948
GCA_002418745,1815876,1658117,91.31223717919065,0.392446400525146,4.517231980425838,157759.00000000003,GCA_002418745,SRR1976948
GCA_001509115,1622264,1508616,92.99448178594852,1.254666934604972,17.90969484724764,113648.00000000004,GCA_001509115,SRR1976948
GCA_001508375,2328136,2013259,86.47514578186154,18.822472570330945,139.16950428262464,314877.0,GCA_001508375,SRR1976948
GCA_001508615,2259086,1837239,81.32665157501751,26.57158027627102,142.29681614424186,421847.00000000006,GCA_001508615,SRR1976948
GCA_000747085,1633602,1449664,88.7403418947822,0.5202778889839753,4.620725461840403,183938.00000000003,GCA_000747085,SRR1976948
GCA_000204415,3026645,2780741,91.87536034123592,0.1574839467463148,1.9383499251740515,245904.0,GCA_000204415,SRR1976948
GCA_001509175,1123127,1052502,93.7117529896441,0.403745969957093,6.420644247787611,70624.99999999999,GCA_001509175,SRR1976948
GCA_001508665,1825960,1699635,93.08172139586847,2.4737820105588293,35.757189788244624,126325.00000000015,GCA_001508665,SRR1976948
GCA_001509345,1882878,1696381,90.09510972033239,1.2436477562539898,12.555896341496114,186496.9999999999,GCA_001509345,SRR1976948
GCA_011048765,3076867,2320138,75.40585927178523,0.44533091615594694,1.8107195574637682,756728.9999999998,GCA_011048765,SRR1976948
GCA_001509285,894916,726078,81.13364829771733,16.93433461911509,89.75945580971111,168837.99999999997,GCA_001509285,SRR1976948
GCA_003451995,1135514,1028706,90.59386321965206,3.580580248240004,38.06642760841885,106808.0000000001,GCA_003451995,SRR1976948
GCA_002496395,2074195,1433032,69.08858617439537,1.6035951296768143,5.187712017068983,641162.9999999999,GCA_002496395,SRR1976948
GCA_002924615,2820836,2724702,96.59200322173994,0.09610094312466233,2.8198660203466024,96133.9999999999,GCA_002924615,SRR1976948
GCA_002752635,2992699,2908338,97.18110641932249,0.12613029242165683,4.474460947594271,84360.99999999993,GCA_002752635,SRR1976948
GCA_004101785,2356157,2072283,87.95182154669659,0.29683251158560314,2.463712773977188,283873.9999999999,GCA_004101785,SRR1976948
GCA_002505725,2077587,1973159,94.97359196028854,0.1489992958176962,2.964329490175051,104428.00000000015,GCA_002505725,SRR1976948
GCA_003453535,2221154,2050941,92.33673126671991,0.8878830553847235,11.586218443949631,170213.00000000012,GCA_003453535,SRR1976948
GCA_002849245,2850607,2768593,97.12292855521649,0.11603704053206913,4.033165069378393,82013.99999999981,GCA_002849245,SRR1976948
GCA_000421285,5118755,4833617,94.42954390276542,0.08239737983161921,1.4791855171881696,285138.00000000035,GCA_000421285,SRR1976948
GCA_003664995,3234409,3025376,93.53721189868072,0.41390436398117864,6.404424181827749,209032.99999999965,GCA_003664995,SRR1976948
GCA_000233775,1999646,1769918,88.51156654727887,0.18490472813688022,1.6094860008357703,229727.99999999988,GCA_000233775,SRR1976948
GCA_001509335,2030215,1849576,91.10246944289152,2.359798839039215,26.521952623741285,180638.9999999999,GCA_001509335,SRR1976948
GCA_001508405,567617,404959,71.34370535061494,59.36978279367954,207.1788537913905,162658.0,GCA_001508405,SRR1976948
GCA_002428495,2153460,1952109,90.64988437212672,0.14030444029608166,1.5005636922587926,201350.9999999999,GCA_002428495,SRR1976948
GCA_003542295,2129445,1942866,91.2381395152258,0.20501351291064104,2.339839960552904,186579.00000000015,GCA_003542295,SRR1976948
GCA_012719415,3708587,3448938,92.99870813331331,0.317520392537643,4.53516863149868,259648.99999999983,GCA_012719415,SRR1976948
GCA_002509085,1630131,1599571,98.12530403998207,0.04106663820269659,2.190575916230368,30559.999999999978,GCA_002509085,SRR1976948
GCA_002418865,2796932,2565199,91.71474315428476,0.5395368925665693,6.51201166860136,231733.00000000015,GCA_002418865,SRR1976948
GCA_002503525,2374334,2236588,94.19854156997289,1.8288366337676165,31.52373934633309,137745.9999999998,GCA_002503525,SRR1976948
GCA_002752615,2934119,2818304,96.05281858029616,0.1956123797296565,4.955748391831799,115815.00000000006,GCA_002752615,SRR1976948
GCA_002412595,2702868,2524362,93.39568192009376,0.09973886997071259,1.5102069398227504,178506.00000000006,GCA_002412595,SRR1976948
GCA_001508335,1861827,1706203,91.6413286519102,6.37963677613441,76.32357476995834,155623.99999999983,GCA_001508335,SRR1976948
GCA_009823595,2873645,2792270,97.16823059215734,0.0544576661348218,1.923096774193547,81375.00000000006,GCA_009823595,SRR1976948
GCA_001458655,2494510,2426571,97.27645910419281,0.15287771947196044,5.613197132721992,67938.99999999984,GCA_001458655,SRR1976948
GCA_003446665,1519663,1424863,93.76177481454769,1.194147649840787,19.142426160337536,94800.00000000009,GCA_003446665,SRR1976948
GCA_000802035,6579615,6022537,91.53327360339473,0.11854128243065894,1.4000840097796,557077.9999999993,GCA_000802035,SRR1976948
GCA_003176515,4604698,4474464,97.17171462710475,0.13296376874227148,4.701214736551135,130234.00000000041,GCA_003176515,SRR1976948
GCA_001508475,1023183,917601,89.68102480201489,1.5376936481548267,14.901612017199897,105582.00000000003,GCA_001508475,SRR1976948
GCA_002423325,3286823,3117169,94.83835910847648,0.07088273387401756,1.3732596932580443,169654.00000000017,GCA_002423325,SRR1976948
GCA_001896625,3312121,3187786,96.24606105875962,0.1579471281393403,4.207503920858964,124335.00000000015,GCA_001896625,SRR1976948
GCA_002403055,2066437,1843007,89.18766940390634,0.20492664426740326,1.8953050172313468,223429.99999999985,GCA_002403055,SRR1976948
GCA_011620045,1745902,1707414,97.79552346007966,0.1239674391804351,5.623441072542085,38487.99999999985,GCA_011620045,SRR1976948
GCA_002452525,3610817,3528385,97.71708175739728,0.04295205212559928,1.8814538043478235,82432.00000000012,GCA_002452525,SRR1976948
GCA_009731375,967831042,967196362,99.93442243816767,0.0027975843742362627,4.2660695153460475,634680.00000004,GCA_009731375,SRR1976948
GCA_004369205,4436185,4332918,97.67216651244256,0.7012209815415723,30.123330783309278,103267.00000000003,GCA_004369205,SRR1976948
GCA_002306095,439456,191946,43.67809291487657,54.91270570887643,97.49795159791525,247510.00000000003,GCA_002306095,SRR1976948
GCA_003499705,1291575,1197867,92.74467220254341,2.8293920213692583,38.99743885260599,93707.99999999996,GCA_003499705,SRR1976948
GCA_001508055,1804169,1784543,98.91218616437817,0.032188780541069044,2.959033934576576,19626.00000000004,GCA_001508055,SRR1976948
